id_user,id_proyek,interacted
12,66069,1
12,29345,1
12,40567,1
12,86154,1
12,22936,1
12,99683,1
12,19363,1
12,73938,1
12,78862,1
12,54312,1
12,75877,1
12,62716,1
12,77031,1
12,63115,1
12,86433,1
12,93138,1
12,37211,1
12,83922,1
12,93603,1
12,33998,1
12,89636,1
12,25175,1
12,73386,1
12,18718,1
12,59173,1
12,9727,1
12,35086,1
12,14513,1
12,95074,1
12,2828,1
12,33821,1
12,31572,1
12,63816,1
12,79671,1
12,54582,1
12,65281,1
12,84371,1
12,91078,1
12,78092,1
12,66954,1
12,91185,1
12,92353,1
12,85089,1
12,30549,1
12,97379,1
12,22895,1
12,4206,1
12,17049,1
12,724,1
12,65831,1
12,51955,1
12,62037,1
12,9174,1
12,40368,1
12,61192,1
12,27775,1
12,75220,1
12,9508,1
12,2558,1
12,87792,1
12,56723,1
12,32745,1
12,56308,1
12,36876,1
12,91392,1
12,98699,1
12,96559,1
12,10039,1
12,29621,1
12,41473,1
12,25025,1
12,24903,1
12,46471,1
12,29997,1
12,5388,1
12,85374,1
12,15700,1
12,51038,1
12,81936,1
12,32247,1
12,90182,1
12,12027,1
12,89621,1
12,10575,1
12,38664,1
12,23250,1
12,37419,1
12,75653,1
12,56005,1
12,23576,1
12,26279,1
12,83643,1
12,99662,1
13,20561,1
13,37583,1
13,43896,1
13,37941,1
13,95021,1
13,47110,1
13,63877,1
13,77435,1
13,31266,1
13,21783,1
13,31572,1
13,29628,1
13,15432,1
13,90300,1
13,57641,1
13,44536,1
13,23399,1
13,87479,1
13,47171,1
13,6910,1
13,17829,1
13,8405,1
13,91777,1
13,65165,1
13,64351,1
13,6681,1
13,50301,1
13,15370,1
13,4258,1
13,84906,1
13,26823,1
13,44445,1
13,15511,1
13,48736,1
13,17915,1
13,94697,1
13,99043,1
13,10105,1
13,56399,1
13,82816,1
13,97896,1
13,37961,1
13,55604,1
13,36122,1
13,36248,1
13,51057,1
13,70009,1
13,66,1
13,67677,1
13,5338,1
13,51101,1
13,21678,1
13,60949,1
13,96673,1
13,3559,1
13,2652,1
13,57547,1
13,88685,1
13,15175,1
13,69824,1
13,77224,1
13,7031,1
13,57453,1
13,23197,1
13,75750,1
13,18369,1
13,91857,1
13,99909,1
13,85490,1
13,24688,1
13,17359,1
13,26260,1
13,34923,1
13,40218,1
13,67647,1
13,12610,1
14,99707,1
14,35022,1
14,93595,1
14,22563,1
14,18045,1
14,91941,1
14,26395,1
14,70600,1
14,13058,1
14,19333,1
14,29634,1
14,99866,1
14,27444,1
14,71802,1
14,16097,1
14,16721,1
14,52954,1
14,10897,1
14,3485,1
14,52935,1
14,86053,1
14,95879,1
14,7336,1
14,93258,1
14,44094,1
14,43869,1
14,74320,1
14,31365,1
14,35585,1
14,19386,1
15,69102,1
15,82412,1
15,78614,1
15,74916,1
15,83826,1
15,2566,1
15,45317,1
15,14885,1
15,67321,1
15,79022,1
15,35208,1
15,94019,1
15,95986,1
15,5798,1
15,69592,1
15,12878,1
15,46705,1
15,34060,1
15,27407,1
15,17404,1
15,63496,1
15,92897,1
15,20708,1
15,68676,1
15,87547,1
15,27265,1
15,27250,1
15,8925,1
15,63914,1
15,49395,1
16,82857,1
16,69774,1
16,12567,1
16,66331,1
16,25888,1
16,65377,1
16,29574,1
16,32068,1
16,1276,1
16,77572,1
16,1973,1
16,2001,1
16,55302,1
16,73041,1
16,72668,1
16,18806,1
16,21887,1
16,65932,1
16,62592,1
16,35350,1
16,24709,1
16,1579,1
16,74248,1
16,46926,1
16,70582,1
16,83646,1
16,35140,1
16,64167,1
16,73764,1
16,71708,1
16,34597,1
16,66876,1
16,61307,1
17,56289,1
17,87561,1
17,95117,1
17,23507,1
17,48094,1
17,62674,1
17,90967,1
17,76828,1
17,33043,1
17,54495,1
17,34748,1
17,75919,1
17,48622,1
17,89291,1
17,80029,1
17,27659,1
17,98203,1
17,21472,1
17,29450,1
17,35380,1
17,71051,1
17,10382,1
17,86158,1
17,1735,1
17,31652,1
17,96170,1
17,48225,1
17,71883,1
17,16986,1
17,3143,1
17,48909,1
17,54631,1
17,91892,1
17,78068,1
17,74583,1
17,20996,1
17,72644,1
17,76641,1
17,70331,1
17,62388,1
17,11234,1
18,13543,1
18,79437,1
18,5245,1
18,77986,1
18,22299,1
18,52109,1
18,83159,1
18,66706,1
18,57154,1
18,91762,1
18,7390,1
18,39534,1
18,5526,1
18,84448,1
18,43804,1
18,11943,1
18,15543,1
18,73339,1
18,75713,1
18,72295,1
18,40990,1
18,38866,1
18,10329,1
18,11070,1
18,21953,1
18,82949,1
18,91867,1
18,85294,1
18,16583,1
18,74707,1
18,35607,1
18,53537,1
18,70642,1
18,96818,1
18,959,1
18,44895,1
18,43461,1
18,74224,1
18,56832,1
18,39456,1
18,15604,1
18,97722,1
18,36804,1
18,54863,1
18,78513,1
18,18546,1
18,15925,1
18,51328,1
18,66718,1
18,48991,1
18,66969,1
18,47243,1
18,33317,1
18,66091,1
18,90589,1
18,86701,1
18,40848,1
18,62516,1
18,60343,1
18,42077,1
18,29256,1
18,65452,1
18,50625,1
18,2872,1
18,90868,1
18,93913,1
18,18858,1
18,21168,1
18,37161,1
18,36490,1
18,72973,1
19,97863,1
19,57006,1
19,99282,1
19,64617,1
19,54999,1
19,11072,1
19,54077,1
19,44139,1
19,84242,1
19,22439,1
19,56546,1
19,31290,1
19,7199,1
19,45019,1
19,78357,1
19,72825,1
19,12236,1
19,73721,1
19,47428,1
19,4260,1
19,52855,1
19,3111,1
19,93497,1
19,19024,1
19,6043,1
19,9353,1
19,94346,1
19,32634,1
19,75586,1
19,56567,1
19,11417,1
19,53580,1
19,21043,1
19,1292,1
19,20106,1
19,6807,1
19,41320,1
19,24153,1
19,24248,1
19,30154,1
19,16286,1
19,4358,1
19,52383,1
19,61087,1
19,62069,1
19,46858,1
19,76465,1
19,55293,1
19,341,1
20,62840,1
20,28288,1
20,98103,1
20,33453,1
20,88049,1
20,36555,1
20,47186,1
20,41780,1
20,154,1
20,68974,1
20,63900,1
20,62716,1
20,13209,1
20,36090,1
20,74847,1
20,87692,1
20,77320,1
20,77992,1
20,32372,1
20,45098,1
20,17442,1
20,87097,1
20,9576,1
20,85022,1
20,6969,1
20,40547,1
20,28721,1
20,55809,1
20,96628,1
20,72613,1
20,5555,1
20,26690,1
20,79072,1
20,6311,1
20,43125,1
20,53275,1
20,86468,1
20,24484,1
20,37803,1
20,10753,1
20,44949,1
20,90650,1
20,92585,1
20,33157,1
20,82674,1
20,61306,1
20,36133,1
20,50391,1
20,69969,1
20,26808,1
20,99683,1
20,13892,1
20,45732,1
20,56641,1
20,81625,1
20,79182,1
20,25716,1
20,33422,1
20,76534,1
20,3394,1
20,78098,1
20,14970,1
20,2602,1
20,43176,1
20,84183,1
21,20567,1
21,81310,1
21,33572,1
21,99059,1
21,85634,1
21,99982,1
21,7659,1
21,25498,1
21,5471,1
21,55072,1
21,18272,1
21,25582,1
21,53912,1
21,81202,1
21,79554,1
21,1420,1
21,75271,1
21,76662,1
21,32323,1
21,36215,1
22,5599,1
22,44894,1
22,77106,1
22,83486,1
22,80311,1
22,16918,1
22,72747,1
22,34361,1
22,98631,1
22,17323,1
22,6625,1
22,89767,1
22,10344,1
22,10444,1
22,56323,1
22,24304,1
22,19918,1
22,30196,1
22,28434,1
22,72323,1
22,25931,1
22,38113,1
22,10618,1
22,85911,1
22,30914,1
22,98284,1
22,37553,1
22,9733,1
22,86458,1
22,29452,1
22,27498,1
22,71437,1
22,5366,1
22,81493,1
22,28920,1
22,20123,1
22,98639,1
22,59940,1
22,49080,1
22,41612,1
22,29939,1
22,46927,1
22,84183,1
22,24748,1
22,26366,1
22,62259,1
22,45714,1
22,26011,1
22,669,1
22,15803,1
22,48838,1
22,44497,1
22,60800,1
22,49309,1
22,89413,1
22,46361,1
22,97983,1
22,50552,1
22,66230,1
22,73100,1
22,19421,1
22,25807,1
22,28112,1
22,38643,1
22,38130,1
22,4325,1
22,67585,1
22,32980,1
22,92764,1
22,17124,1
22,57610,1
22,83887,1
22,17186,1
22,52429,1
22,91711,1
22,16722,1
22,65605,1
22,68818,1
22,43112,1
22,2322,1
22,24173,1
22,29376,1
22,36998,1
22,96463,1
22,13766,1
22,1316,1
22,70506,1
22,50206,1
22,16084,1
22,73771,1
22,69561,1
22,94737,1
22,83919,1
22,9408,1
22,36564,1
22,69957,1
22,94046,1
22,31238,1
22,54874,1
22,71890,1
22,91283,1
22,90626,1
22,86947,1
23,6120,1
23,9081,1
23,92434,1
23,40681,1
23,61204,1
23,2593,1
23,25344,1
23,97480,1
23,42014,1
23,27053,1
23,24653,1
23,265,1
23,94774,1
23,88013,1
23,24206,1
23,61655,1
23,46191,1
23,64871,1
23,56017,1
23,27680,1
23,72389,1
23,92715,1
23,39545,1
23,29907,1
23,80019,1
23,57689,1
23,76403,1
23,37849,1
23,88230,1
23,58622,1
23,96237,1
23,37984,1
23,96197,1
23,53377,1
23,99810,1
23,1598,1
23,80527,1
23,63391,1
23,3104,1
23,36428,1
23,68632,1
23,26641,1
23,58107,1
23,98189,1
23,6343,1
23,65915,1
23,76948,1
23,49710,1
23,96493,1
23,98717,1
23,91538,1
23,16950,1
23,59782,1
23,38748,1
23,31575,1
23,86514,1
23,33731,1
23,93508,1
23,66620,1
23,92757,1
23,39667,1
23,54812,1
23,60724,1
23,94325,1
23,39339,1
23,5412,1
23,14293,1
23,16360,1
23,24859,1
23,39107,1
23,5746,1
23,77478,1
23,58779,1
23,7619,1
23,65570,1
23,30134,1
23,8240,1
23,35143,1
23,85272,1
23,54762,1
23,52823,1
23,98433,1
23,30423,1
23,35131,1
23,5588,1
23,30081,1
23,40,1
23,73839,1
23,78831,1
23,36689,1
23,32694,1
23,30201,1
23,34971,1
23,14734,1
23,10546,1
23,76687,1
23,94958,1
23,62865,1
23,15894,1
23,40250,1
23,56897,1
23,23494,1
23,38914,1
23,14308,1
23,36941,1
23,90510,1
23,65675,1
23,88380,1
23,4388,1
23,36992,1
23,17074,1
23,88433,1
23,71197,1
23,94905,1
23,32174,1
23,15601,1
23,72072,1
23,2714,1
23,843,1
23,50030,1
23,76494,1
23,11023,1
23,90148,1
24,72862,1
24,19541,1
24,76517,1
24,23294,1
24,43026,1
24,12677,1
24,47430,1
24,28172,1
24,7653,1
24,13710,1
24,83480,1
24,88963,1
24,55332,1
24,72852,1
24,90977,1
24,46906,1
24,72507,1
24,87789,1
24,38916,1
24,58414,1
24,31581,1
24,60437,1
24,16604,1
24,38602,1
24,10300,1
24,22623,1
24,17098,1
24,2495,1
24,67345,1
24,78568,1
24,78321,1
24,18120,1
24,53894,1
24,27730,1
24,99909,1
24,34771,1
24,28212,1
24,86589,1
24,68846,1
24,52883,1
24,66392,1
24,43376,1
24,82398,1
24,73568,1
24,5405,1
24,48011,1
24,78083,1
24,17371,1
24,33733,1
24,52085,1
24,30159,1
24,59864,1
24,26266,1
24,99872,1
24,14273,1
24,13928,1
24,37104,1
24,47220,1
24,25418,1
24,9861,1
24,877,1
24,78931,1
24,47318,1
24,98427,1
24,72723,1
24,956,1
24,21802,1
24,43647,1
24,27992,1
24,59244,1
24,57591,1
24,1542,1
24,45659,1
25,92551,1
25,17090,1
25,59204,1
25,90060,1
25,991,1
25,63994,1
25,26762,1
25,95214,1
25,89802,1
25,65428,1
25,63595,1
25,81394,1
25,31421,1
25,1275,1
25,45322,1
25,79148,1
25,20656,1
25,85833,1
25,43121,1
25,58571,1
25,21750,1
25,92053,1
25,30763,1
25,25933,1
25,33425,1
25,62708,1
25,44198,1
25,69766,1
25,54640,1
25,93821,1
25,29552,1
25,4886,1
25,51112,1
25,72253,1
25,55933,1
25,22910,1
25,3473,1
25,2673,1
25,60883,1
25,39808,1
25,99110,1
25,80690,1
25,5817,1
25,8617,1
25,7242,1
25,28916,1
25,48281,1
25,81741,1
25,43892,1
25,94665,1
25,28047,1
25,41585,1
25,71049,1
25,5022,1
25,10549,1
25,22573,1
25,10126,1
26,64991,1
26,696,1
26,93399,1
26,40918,1
26,11555,1
26,94028,1
26,50231,1
26,82956,1
26,2738,1
26,92347,1
26,84665,1
26,28567,1
26,75702,1
26,32553,1
26,48859,1
26,80624,1
26,73093,1
26,85421,1
26,8812,1
26,20856,1
26,5145,1
26,55722,1
26,90152,1
26,65529,1
26,64115,1
26,55551,1
26,4261,1
26,3088,1
26,59428,1
26,23971,1
26,21048,1
26,28957,1
26,3979,1
26,57716,1
26,55552,1
26,90331,1
26,94723,1
26,2522,1
26,42943,1
26,98080,1
26,57019,1
26,18123,1
26,81441,1
26,81552,1
26,25758,1
26,42615,1
26,24883,1
26,21089,1
26,12375,1
26,39966,1
26,44944,1
26,46491,1
26,51479,1
26,9010,1
26,30030,1
26,21294,1
26,55948,1
26,88321,1
26,81809,1
26,64861,1
26,99669,1
26,23681,1
26,15001,1
26,35346,1
26,13767,1
26,95361,1
26,74323,1
26,75669,1
26,29759,1
26,5294,1
26,6209,1
26,23770,1
26,49805,1
26,23131,1
26,13415,1
26,86320,1
26,75339,1
26,13646,1
26,39485,1
26,39001,1
26,48553,1
26,44332,1
26,44559,1
26,46818,1
26,36616,1
26,71640,1
26,77906,1
26,82468,1
26,68276,1
26,47137,1
26,16828,1
26,33595,1
26,59530,1
26,67758,1
26,68830,1
26,23620,1
26,33078,1
26,72076,1
26,55976,1
26,3459,1
26,17477,1
26,22439,1
26,89262,1
26,74314,1
26,80777,1
26,88708,1
26,62922,1
26,76727,1
26,10099,1
26,79172,1
26,61752,1
26,9833,1
26,76126,1
26,35834,1
26,27317,1
26,36220,1
26,58076,1
26,80885,1
26,31935,1
26,33507,1
26,62707,1
26,40978,1
26,94155,1
26,38093,1
26,96406,1
26,57269,1
26,32316,1
26,31344,1
26,85636,1
26,39038,1
26,72884,1
26,34030,1
26,11676,1
26,42633,1
26,47057,1
26,60225,1
26,34234,1
26,69368,1
27,45130,1
27,6991,1
27,2958,1
27,9526,1
27,57558,1
27,66377,1
27,21173,1
27,43583,1
27,81623,1
27,59765,1
27,41029,1
27,48140,1
27,70124,1
27,59121,1
27,72670,1
27,9920,1
27,54575,1
27,8758,1
27,78106,1
27,90536,1
27,91494,1
27,54925,1
27,48323,1
27,15413,1
27,67436,1
27,79397,1
27,25570,1
27,29893,1
27,42953,1
27,12334,1
27,34060,1
27,6489,1
27,30456,1
27,60299,1
27,85244,1
27,84019,1
27,59337,1
27,72557,1
27,84946,1
27,96274,1
27,85933,1
27,40622,1
27,83358,1
27,98484,1
27,82234,1
27,47151,1
27,6336,1
27,96710,1
27,12331,1
27,15698,1
27,738,1
27,66151,1
27,35854,1
27,72315,1
27,68087,1
27,26171,1
27,64278,1
27,59923,1
27,69851,1
27,77015,1
27,5353,1
27,77813,1
27,80988,1
27,57304,1
27,64695,1
27,94841,1
27,68715,1
27,29806,1
28,75586,1
28,88690,1
28,69356,1
28,37403,1
28,13350,1
28,38640,1
28,3495,1
28,91626,1
28,47350,1
28,65256,1
28,19077,1
28,41875,1
28,6390,1
28,71850,1
28,8399,1
28,43880,1
28,36193,1
28,87550,1
28,80654,1
28,87468,1
28,69908,1
28,78414,1
28,20374,1
28,58615,1
28,22275,1
28,9410,1
28,72922,1
28,92872,1
28,38068,1
28,93968,1
28,37459,1
28,43579,1
28,66644,1
28,86393,1
28,98605,1
28,43239,1
28,62246,1
28,14475,1
28,25647,1
28,31813,1
28,65163,1
28,16037,1
28,28388,1
28,73204,1
28,73230,1
28,11554,1
28,65846,1
28,30830,1
28,74483,1
28,21748,1
28,65973,1
28,50206,1
28,11566,1
28,39705,1
28,82659,1
28,14368,1
28,64543,1
28,52960,1
28,49132,1
28,77933,1
28,68060,1
28,45171,1
28,1953,1
28,27378,1
28,11623,1
28,33116,1
28,35784,1
29,12857,1
29,27200,1
29,12250,1
29,45874,1
29,80306,1
29,17633,1
29,81774,1
29,53810,1
29,86155,1
29,85158,1
29,64697,1
29,93867,1
29,70190,1
29,42219,1
29,47971,1
29,30922,1
29,11563,1
29,98082,1
29,34113,1
29,54988,1
29,68906,1
29,19891,1
29,37009,1
29,7074,1
29,30148,1
29,60988,1
29,84532,1
29,27405,1
29,99371,1
29,17632,1
29,86554,1
29,27492,1
29,79779,1
29,90670,1
29,73026,1
29,26825,1
29,73684,1
29,17115,1
29,90534,1
29,65580,1
29,98101,1
29,37904,1
29,50360,1
29,58902,1
29,4899,1
29,43570,1
29,69476,1
29,56974,1
29,25966,1
29,44190,1
29,67193,1
29,11605,1
29,26647,1
29,86525,1
29,485,1
29,32877,1
29,85050,1
29,31272,1
30,80112,1
30,15723,1
30,48175,1
30,40221,1
30,67386,1
30,59386,1
30,74575,1
30,74816,1
30,40443,1
30,33905,1
30,48686,1
30,99157,1
30,35714,1
30,36543,1
30,22570,1
30,41390,1
30,93725,1
30,27466,1
30,34854,1
30,39616,1
30,64844,1
30,35787,1
30,35665,1
31,93808,1
31,89002,1
31,34924,1
31,87689,1
31,98707,1
31,33718,1
31,24417,1
31,69623,1
31,74699,1
31,18743,1
31,44634,1
31,71609,1
31,59956,1
31,50519,1
31,39379,1
31,90320,1
31,51172,1
31,13020,1
31,16230,1
31,35413,1
31,62950,1
31,2374,1
31,9284,1
31,83239,1
31,27831,1
31,55524,1
31,75046,1
31,51636,1
31,8293,1
31,17252,1
31,52190,1
31,49091,1
31,22173,1
31,4526,1
31,79416,1
31,44764,1
31,45906,1
31,61231,1
31,67851,1
31,22680,1
32,14635,1
32,69389,1
32,52905,1
32,47570,1
32,90385,1
32,29748,1
32,35080,1
32,28937,1
32,41806,1
32,15346,1
32,13034,1
32,16100,1
32,97507,1
32,32138,1
32,27317,1
32,60134,1
32,85009,1
32,39411,1
32,5240,1
32,58674,1
32,60776,1
32,51988,1
32,17342,1
32,42417,1
32,76036,1
32,70797,1
32,19464,1
32,38973,1
32,73520,1
32,17635,1
32,31754,1
32,64600,1
32,47966,1
32,50324,1
32,80901,1
32,46778,1
32,56480,1
32,44721,1
32,62559,1
32,78732,1
32,69052,1
32,84613,1
32,56851,1
32,68066,1
32,96916,1
32,51657,1
32,5844,1
32,10651,1
32,61875,1
32,12672,1
32,35244,1
32,93363,1
32,83795,1
32,54120,1
32,22706,1
32,85105,1
32,55884,1
32,55663,1
